City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
338,te anau,32,NZ,1528746531,86,-45.41,167.72,29.87,3.91
339,berdigestyakh,76,RU,1528746532,44,62.1,126.7,57.95,0.78
340,dingle,36,PH,1528746379,95,11.0,122.67,77.84,7.27
341,lalibela,0,ET,1528746532,53,12.04,39.05,56.51,2.01
342,nelson bay,90,AU,1528745400,100,-32.72,152.14,46.4,8.05
343,kangaatsiaq,32,GL,1528746533,96,68.31,-53.46,36.08,8.61
344,bredasdorp,0,ZA,1528743600,87,-34.53,20.04,50.0,3.36
345,pilar,90,AR,1528743600,82,-34.46,-58.91,59.0,5.82
346,biltine,44,TD,1528746534,46,14.53,20.93,85.04,3.58
347,presidente medici,32,BR,1528746534,74,-11.18,-61.9,83.69,2.24
348,maymyo,92,MM,1528746535,98,22.03,96.47,71.09,5.37
349,yashalta,0,RU,1528746535,36,46.34,42.27,64.07,12.19
350,lichtenburg,0,ZA,1528746535,74,-26.15,26.16,35.99,2.91
351,vilcun,92,CL,1528746536,82,-38.65,-72.23,38.51,2.57
352,apac,92,UG,1528746536,93,1.98,32.53,70.19,8.39
353,bahir dar,32,ET,1528746536,90,11.59,37.39,57.23,1.57
354,ende,88,ID,1528746292,100,-8.84,121.65,77.84,6.38
355,danilov,68,RU,1528746537,70,58.19,40.17,55.16,9.95
356,torbay,40,CA,1528743600,81,47.66,-52.73,44.6,11.41
357,chokurdakh,0,RU,1528746538,81,70.62,147.9,40.49,11.18
358,gamba,88,CN,1528746538,93,28.28,88.52,31.22,2.13
359,puerto del rosario,75,ES,1528745400,64,28.5,-13.86,69.8,20.8
360,trincomalee,80,LK,1528746539,75,8.58,81.23,81.53,19.24
361,agadez,0,NE,1528746539,18,16.97,7.99,79.91,4.14
362,grand gaube,20,MU,1528743600,78,-20.01,57.66,73.4,6.93
363,barauna,20,BR,1528746539,54,-14.07,-42.49,74.96,10.51
364,makakilo city,40,US,1528743420,58,21.35,-158.09,82.4,9.17
365,amnat charoen,92,TH,1528746540,98,15.86,104.63,73.88,7.16
366,maine-soroa,0,NE,1528746540,40,13.21,12.02,85.94,6.38
367,port blair,68,IN,1528746410,100,11.67,92.75,82.25,26.51
368,cockburn town,24,TC,1528746492,97,21.46,-71.14,81.17,16.44
369,kedougou,44,SN,1528746541,75,12.56,-12.19,81.17,3.02
370,qandala,12,SO,1528746541,73,11.47,49.87,79.73,3.36
371,kupang,0,ID,1528746133,99,-10.16,123.6,75.59,12.53
372,adwa,20,ET,1528746542,88,14.16,38.9,59.39,2.01
373,chara,20,GR,1528743000,50,39.42,22.43,75.2,3.91
374,zyryanka,0,RU,1528746542,52,65.73,150.89,57.23,8.28
